ResponseId;ResponseId
Progress;Progress
Consent.object.7.Quantised;Consent
dhf_endors.object.9.Люди.должны.быть.верны.себе..независимо.от.того..что.думают.другие..Quantised;dhf_endors_1
dhf_endors.object.9.Насколько.человек.уважает.себя..гораздо.важнее.того..насколько.его.уважают.другие..Quantised;dhf_endors_2
dhf_endors.object.9.Мнения.людей.не.должны.зависеть.от.того..что.думают.окружающие..Quantised;dhf_endors_3
dhf_endors.object.9.Люди.должны.принимать.решения..основываясь.на.собственном.мнении..а.не.на.том..что.думают.другие..Quantised;dhf_endors_4
dhf_endors.object.9.Чувство.собственного.достоинства.человека.не.должно.зависеть.от.того..что.о.нем.думают.другие..Quantised;dhf_endors_5
dhf_endors.object.9.К.людям.следует.относиться.с.уважением..независимо.от.того..кем.они.являются..Quantised;dhf_endors_6
dhf_endors.object.9.Люди.должны.уважать.право.других.иметь.другое.мнение..Quantised;dhf_endors_7
dhf_endors.object.9.Люди.в.равной.степени.достойны.уважения.независимо.от.их.убеждений.или.образа.жизни..Quantised;dhf_endors_8
dhf_endors.object.9.К.людям.следует.относиться.уважительно..независимо.от.того..кто.они.и.откуда..Quantised;dhf_endors_9
dhf_endors.object.9.Люди.должны.уважать.выбор.других..даже.если.они.с.ним.не.согласны..Quantised;dhf_endors_10
dhf_endors.object.9.Человек..потерявший.честь..не.достоин.уважения..Quantised;dhf_endors_11
dhf_endors.object.9.Чтобы.заслужить.уважение..люди.должны.показать..что.они.могут.постоять.за.себя..Quantised;dhf_endors_12
dhf_endors.object.9.Люди.никогда.не.должны.терпеть.неуважение.к.себе..Quantised;dhf_endors_13
dhf_endors.object.9.Люди.должны.быть.готовы.защищать.свою.честь.любой.ценой..Quantised;dhf_endors_14
dhf_endors.object.9.Если.человека.оскорбляют.и.он.не.отвечает..он.будет.выглядеть.слабым..Quantised;dhf_endors_15
dhf_endors.object.9.Люди.всегда.должны.думать.о.том..как.их.поведение.отразится.на.чести.их.близких..Quantised;dhf_endors_16
dhf_endors.object.9.Люди.должны.поддерживать.и.защищать.честь.своей.семьи..Quantised;dhf_endors_17
dhf_endors.object.9.Люди.не.должны.делать.ничего..что.могло.бы.нанести.ущерб.чести.их.семьи..Quantised;dhf_endors_18
dhf_endors.object.9.Мужчины.должны.защищать.честь.женщин..с.которыми.они.связаны.родственными.узами..Quantised;dhf_endors_19
dhf_endors.object.9.Человек.должен.встать.на.защиту.друга..если.его.честь.поставлена...под.сомнение..Quantised;dhf_endors_20
dhf_endors.object.9.Людям.следует.несколько.раз.подумать..прежде.чем.что.то.сказать..чтобы.не.опозориться..Quantised;dhf_endors_21
dhf_endors.object.9.Людям.следует.вести.себя.подобающим.образом.перед.другими..Quantised;dhf_endors_22
dhf_endors.object.9.Люди.всегда.должны.знать..что.уместно.в.той.или.иной.ситуации..и.действовать.соответствующим.образом..Quantised;dhf_endors_23
dhf_endors.object.9.Уважения.заслуживают.те..кто.делает.все.возможное..чтобы.оправдать.ожидания..в.соответсвии.с.возложенной.на.него.ролью..Quantised;dhf_endors_24
dhf_endors.object.9.Людям.следует.избегать.неподобающих.поступков..чтобы.не.опозориться..Quantised;dhf_endors_25
dhf_endors.object.9.Людям.лучше.не.выделяться..чтобы.поддерживать.хорошие.отношения.с.окружающими...Quantised;dhf_endors_26
dhf_endors.object.9.Людям.следует.быть.крайне.осторожными..чтобы.не.смущать.других..особенно.если.это.кто.то.обладает.более.высоким.положением.Quantised;dhf_endors_27
dhf_endors.object.9.Чтобы.поддерживать.хорошие.отношения..люди.должны.относиться.к.другим.в.соответствии.с.их..положением..Quantised;dhf_endors_28
dhf_endors.object.9.Людям.следует.любой.ценой.минимизировать.конфликты.с.окружающими..Quantised;dhf_endors_29
dhf_endors.object.9.Никогда.не.следует.критиковать.других.публично..особенно.если.это.кто.то.старше.или.опытнее..Quantised;dhf_endors_30
dhf_norm.object.160.Люди.должны.быть.верны.себе..независимо.от.того..что.думают.другие..Quantised;dhf_norm_1
dhf_norm.object.160.Насколько.человек.уважает.себя..гораздо.важнее.того..насколько.его.уважают.другие..Quantised;dhf_norm_2
dhf_norm.object.160.Мнения.людей.не.должны.зависеть.от.того..что.думают.окружающие..Quantised;dhf_norm_3
dhf_norm.object.160.Люди.должны.принимать.решения..основываясь.на.собственном.мнении..а.не.на.том..что.думают.другие..Quantised;dhf_norm_4
dhf_norm.object.160.Чувство.собственного.достоинства.человека.не.должно.зависеть.от.того..что.о.нем.думают.другие..Quantised;dhf_norm_5
dhf_norm.object.160.К.людям.следует.относиться.с.уважением..независимо.от.того..кем.они.являются..Quantised;dhf_norm_6
dhf_norm.object.160.Люди.должны.уважать.право.других.иметь.другое.мнение..Quantised;dhf_norm_7
dhf_norm.object.160.Люди.в.равной.степени.достойны.уважения.независимо.от.их.убеждений.или.образа.жизни..Quantised;dhf_norm_8
dhf_norm.object.160.К.людям.следует.относиться.уважительно..независимо.от.того..кто.они.и.откуда..Quantised;dhf_norm_9
dhf_norm.object.160.Люди.должны.уважать.выбор.других..даже.если.они.с.ним.не.согласны..Quantised;dhf_norm_10
dhf_norm.object.160.Человек..потерявший.честь..не.достоин.уважения..Quantised;dhf_norm_11
dhf_norm.object.160.Чтобы.заслужить.уважение..люди.должны.показать..что.они.могут.постоять.за.себя..Quantised;dhf_norm_12
dhf_norm.object.160.Люди.никогда.не.должны.терпеть.неуважение.к.себе..Quantised;dhf_norm_13
dhf_norm.object.160.Люди.должны.быть.готовы.защищать.свою.честь.любой.ценой..Quantised;dhf_norm_14
dhf_norm.object.160.Если.человека.оскорбляют.и.он.не.отвечает..он.будет.выглядеть.слабым..Quantised;dhf_norm_15
dhf_norm.object.160.Люди.всегда.должны.думать.о.том..как.их.поведение.отразится.на.чести.их.близких..Quantised;dhf_norm_16
dhf_norm.object.160.Люди.должны.поддерживать.и.защищать.честь.своей.семьи..Quantised;dhf_norm_17
dhf_norm.object.160.Люди.не.должны.делать.ничего..что.могло.бы.нанести.ущерб.чести.их.семьи..Quantised;dhf_norm_18
dhf_norm.object.160.Мужчины.должны.защищать.честь.женщин..с.которыми.они.связаны.родственными.узами..Quantised;dhf_norm_19
dhf_norm.object.160.Человек.должен.встать.на.защиту.друга..если.его.честь.поставлена...под.сомнение..Quantised;dhf_norm_20
dhf_norm.object.160.Людям.следует.несколько.раз.подумать..прежде.чем.что.то.сказать..чтобы.не.опозориться..Quantised;dhf_norm_21
dhf_norm.object.160.Людям.следует.вести.себя.подобающим.образом.перед.другими..Quantised;dhf_norm_22
dhf_norm.object.160.Люди.всегда.должны.знать..что.уместно.в.той.или.иной.ситуации..и.действовать.соответствующим.образом..Quantised;dhf_norm_23
dhf_norm.object.160.Уважения.заслуживают.те..кто.делает.все.возможное..чтобы.оправдать.ожидания..в.соответсвии.с.возложенной.на.него.ролью..Quantised;dhf_norm_24
dhf_norm.object.160.Людям.следует.избегать.неподобающих.поступков..чтобы.не.опозориться..Quantised;dhf_norm_25
dhf_norm.object.160.Людям.лучше.не.выделяться..чтобы.поддерживать.хорошие.отношения.с.окружающими...Quantised;dhf_norm_26
dhf_norm.object.160.Людям.следует.быть.крайне.осторожными..чтобы.не.смущать.других..особенно.если.это.кто.то.обладает.более.высоким.положением.Quantised;dhf_norm_27
dhf_norm.object.160.Чтобы.поддерживать.хорошие.отношения..люди.должны.относиться.к.другим.в.соответствии.с.их..положением..Quantised;dhf_norm_28
dhf_norm.object.160.Людям.следует.любой.ценой.минимизировать.конфликты.с.окружающими..Quantised;dhf_norm_29
dhf_norm.object.160.Никогда.не.следует.критиковать.других.публично..особенно.если.это.кто.то.старше.или.опытнее..Quantised;dhf_norm_30
dhf_norm.object.160.Вы.все.еще.сосредоточены.на.прохождении.опроса..Если.вы.читаете.этот.вопрос..выберите.вариант..Не.согласен.а...Quantised;attention_1
Dictator.comp1.1;Dictator.comp1.1
Dictator.comp1.2;Dictator.comp1.2
Dictator.comp2.1;Dictator.comp2.1
Dictator.comp2.2;Dictator.comp2.2
Dictator_decision.object.100.Quantised;Dictator_decision
Ultimatum.comp1.1;Ultimatum.comp.1.1
Ultimatum.comp1.2;Ultimatum.comp.1.2
Ultimatum.comp2.1;Ultimatum.comp.2.1
Ultimatum.comp2.2;Ultimatum.comp.2.2
Reciprocity.object.37.Если.кто.то.оказал.мне.услугу..я.готов.а..отплатить.тем.же..Quantised;Reciprocity_1
Reciprocity.object.37.Я.сделаю.все.возможное..чтобы.помочь.тому..кто..в.свое.время.сделал.для.меня.что.то.хорошее..Quantised;Reciprocity_2
Reciprocity.object.37.Я.готов.понести.личные.расходы..чтобы.помочь.тому..кто.уже.помог.мне.раньше..Quantised;Reciprocity_3
Reciprocity.object.37.Если.мне.причинят.серьезную.обиду..я.отомщу.как.можно.скорее..чего.бы.мне.это.ни.стоило..Quantised;Reciprocity_4
Reciprocity.object.37.Если.меня.кто.то.поставит.в.трудное.положение..я.поступлю.с.этими.человеком.так.же..Quantised;Reciprocity_5
Reciprocity.object.37.Если.меня.кто.то.обидит..я.обижу.его.в.ответ..Quantised;Reciprocity_6
violence.object.40.Смертная.казнь.часто.необходима..Quantised;violence_1
violence.object.40.Насильственные.преступления.должны.караться.жестоко..Quantised;violence_2
violence.object.40.Смертная.казнь.должна.быть.частью.уголовного.кодекса.в.любой.стране..Quantised;violence_3
violence.object.40.Война.часто.необходима..Quantised;violence_4
violence.object.40.Война.может.быть.справедливой..Quantised;violence_5
violence.object.40.В.каждой.стране.должна.существовать.развитая.военная.промышленность..Quantised;violence_6
violence.object.40.Если.родитель.намеренно.ударит.ребенка..сделавшего.что.то.плохое..он.преподаст.ему.хороший.урок..Quantised;violence_7
violence.object.40.Постоянное.непослушание.со.стороны.ребенка.должно.наказываться.физически..Quantised;violence_8
violence.object.40.Лучший.способ.быстро.положить.конец.шалостям.ребенка...дать.ему.ей.подзатыльник..Quantised;violence_9
violence.object.40.Романтические.партнеры.должны.работать.над.решением.проблем.вместе..даже.если.для.это.необходимо.насилие..Quantised;violence_10
violence.object.40.Мужчина.не.должен.предоставлять.женщине.столько.же.свободы..сколько.есть.у.него..Quantised;violence_11
violence.object.40.Вполне.нормально.принуждать.партнера.к.сексу..когда.он.а..этого.не.желает..Quantised;violence_12
violence.object.40.Вы.все.еще.сосредоточены.на.прохождении.опроса..Если.вы.читаете.этот.вопрос..выберите.вариант..Абсолютно.согласен..Quantised;attention_2
conflict_role.object.42.Quantised;conflict_role
conflict_gender.object.43.Quantised;conflict_gender
conflict_face.object.44.Конфликт.был.благополучно.разрешен..Quantised;conflict_face_1
conflict_face.object.44.Для.меня.было.важно.сохранять.мирное.взаимодействие.между.нами..Quantised;conflict_face_2
conflict_face.object.44.Для.меня.было.важно.демонстрировать.смирение..чтобы.сохранить.отношения..Quantised;conflict_face_3
conflict_face.object.44.Я.был.а..обеспокоин.а..тем..чтобы.помочь.другому.человеку.сохранять.самообладание..Quantised;conflict_face_4
conflict_face.object.44.Я.был.а..обеспокоен.а..тем..чтобы.помочь.другому.человеку.сохранить.свой.авторитет..Quantised;conflict_face_5
conflict_face.object.44.Я.старался..лась..быть.чутким.ой..к.достоинству.другого.человека..Quantised;conflict_face_6
conflict_face.object.44.Для.меня.было.важно.помочь.сохранить.чувство.гордости.у.другого.человека..Quantised;conflict_face_7
conflict_face.object.44.Я.был.а..обеспокоен.а..о.том..чтобы.не.опозориться..Quantised;conflict_face_8
conflict_face.object.44.Я.был.а..обеспокоен.а..защитой.своего.имиджа.Quantised;conflict_face_9
conflict_face.object.44.Я.был.а..обеспокоен.а..о.том..чтобы.не.показаться.слабым.слабой.в.глазах.другого.человека..Quantised;conflict_face_10
conflict_face.object.44.Я.был.а..обеспокоен.а..защитой.своего.чувства.гордости..Quantised;conflict_face_11
insult1.object.47.Не.делал.а..бы.ничего.и.ожидал.а...что.вмешаются.другие.Quantised;insult1_1
insult1.object.47.Ответил.а..бы.оскорблением.или.защитил.а..оскорбленного.ую..Quantised;insult1_2
insult1.object.47.Пошутил.а..бы.над.поведением.этого.человека.Quantised;insult1_3
insult2.object.48.Не.делал.а..бы.ничего.и.ожидал.а...что.вмешаются.другие.Quantised;insult2_1
insult2.object.48.Ответил.а..бы.оскорблением.или.защитил.а..оскорбленного.Quantised;insult2_2
insult2.object.48.Пошутил.а..бы.над.поведением.этого.человека.Quantised;insult2_3
insult3.object.49.Не.делал.а..бы.ничего.и.ожидал.а...что.вмешаются.другие.Quantised;insult3_1
insult3.object.49.Ответил.а..бы.оскорблением.или.защитил.а..оскорбленного.Quantised;insult3_2
insult3.object.49.Пошутил.а..бы.над.поведением.этого.человека.Quantised;insult3_3
valuesgender.object.87.Quantised;valuesgender
Ultimatum.Receiver.object.111.Распределитель.отправил.вам.0.ДЕ.Quantised;Ultimatum.Receiver_1
Ultimatum.Receiver.object.111.Распределитель.отправил.вам.1.ДЕ.Quantised;Ultimatum.Receiver_2
Ultimatum.Receiver.object.111.Распределитель.отправил.вам.2.ДЕ.Quantised;Ultimatum.Receiver_3
Ultimatum.Receiver.object.111.Распределитель.отправил.вам.3.ДЕ.Quantised;Ultimatum.Receiver_4
Ultimatum.Receiver.object.111.Распределитель.отправил.вам.4.ДЕ.Quantised;Ultimatum.Receiver_5
Ultimatum.Receiver.object.111.Распределитель.отправил.вам.5.ДЕ.Quantised;Ultimatum.Receiver_6
Ultimatum.Receiver.object.111.Распределитель.отправил.вам.6.ДЕ.Quantised;Ultimatum.Receiver_7
Ultimatum.Receiver.object.111.Распределитель.отправил.вам.7.ДЕ.Quantised;Ultimatum.Receiver_8
Ultimatum.Receiver.object.111.Распределитель.отправил.вам.8.ДЕ.Quantised;Ultimatum.Receiver_9
Ultimatum.Receiver.object.111.Распределитель.отправил.вам.9.ДЕ.Quantised;Ultimatum.Receiver_10
Ultimatum.Receiver.object.111.Распределитель.отправил.вам.10.ДЕ.Quantised;Ultimatum.Receiver_11
Ultimatum.Proposer.object.118.Если.бы.они.предложили.0.ДЕ.раньше..я.бы.предложил..а..Quantised;Ultimatum.Proposer_1
Ultimatum.Proposer.object.118.Если.бы.они.предложили.1.ДЕ.раньше..я.бы.предложил..а..Quantised;Ultimatum.Proposer_2
Ultimatum.Proposer.object.118.Если.бы.они.предложили.2.ДЕ.раньше..я.бы.предложил..а..Quantised;Ultimatum.Proposer_3
Ultimatum.Proposer.object.118.Если.бы.они.предложили.3.ДЕ.раньше..я.бы.предложил..а..Quantised;Ultimatum.Proposer_4
Ultimatum.Proposer.object.118.Если.бы.они.предложили.4.ДЕ.раньше..я.бы.предложил..а..Quantised;Ultimatum.Proposer_5
Ultimatum.Proposer.object.118.Если.бы.они.предложили.5.ДЕ.раньше..я.бы.предложил..а..Quantised;Ultimatum.Proposer_6
Ultimatum.Proposer.object.118.Если.бы.они.предложили.6.ДЕ.раньше..я.бы.предложил..а..Quantised;Ultimatum.Proposer_7
Ultimatum.Proposer.object.118.Если.бы.они.предложили.7.ДЕ.раньше..я.бы.предложил..а..Quantised;Ultimatum.Proposer_8
Ultimatum.Proposer.object.118.Если.бы.они.предложили.8.ДЕ.раньше..я.бы.предложил..а..Quantised;Ultimatum.Proposer_9
Ultimatum.Proposer.object.118.Если.бы.они.предложили.9.ДЕ.раньше..я.бы.предложил..а..Quantised;Ultimatum.Proposer_10
Ultimatum.Proposer.object.118.Если.бы.они.предложили.10.ДЕ.раньше..я.бы.предложил..а..Quantised;Ultimatum.Proposer_11
Ultimatum.expect.object.124.0.ДЕ.Quantised;Ultimatum.expect_1
Ultimatum.expect.object.124.1.ДЕ.Quantised;Ultimatum.expect_2
Ultimatum.expect.object.124.2.ДЕ.Quantised;Ultimatum.expect_3
Ultimatum.expect.object.124.3.ДЕ.Quantised;Ultimatum.expect_4
Ultimatum.expect.object.124.4.ДЕ.Quantised;Ultimatum.expect_5
Ultimatum.expect.object.124.5.ДЕ.Quantised;Ultimatum.expect_6
