Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-2d1i,branch-odpf,Consent object-7 Response,Consent object-7 Quantised
1,1747743597428,20/05/2025 12:19,1747754397428,3,20/05/2025 18:19,226252,1,questionnaire-qxa3,,46333522,BLINDED,13462688,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3,1440x900,1440x732,,,0,Consent form Efremova,4,consent,F,Я согласен(-на).,1
1,1747756725403,20/05/2025 15:58,1747767525403,3,20/05/2025 21:58,226252,1,questionnaire-qxa3,,46340082,BLINDED,13465107,,live,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4.1,428x926,428x730,,,0,Consent form Efremova,4,consent,,Я согласен(-на).,1
1,1747757720258,20/05/2025 16:15,1747768520258,3,20/05/2025 22:15,226252,1,questionnaire-qxa3,,46340467,BLINDED,13465270,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1311x874,1311x747,,,0,Consent form Efremova,4,consent,M,Я согласен(-на).,1
1,1747763492522,20/05/2025 17:51,1747774292522,3,20/05/2025 23:51,226252,1,questionnaire-qxa3,,46342357,BLINDED,13465804,,live,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4,390x844,390x663,,,0,Consent form Efremova,4,consent,F,Я согласен(-на).,1
1,1747765804696,20/05/2025 18:30,1747776604696,3,21/05/2025 00:30,226252,1,questionnaire-qxa3,,46343647,BLINDED,13466038,,complete,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4,393x852,393x659,,,0,Consent form Efremova,4,consent,F,Я согласен(-на).,1
1,1747767067852,20/05/2025 18:51,1747777867852,3,21/05/2025 00:51,226252,1,questionnaire-qxa3,,46343967,BLINDED,13466128,,live,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,414x896,414x699,,,0,Consent form Efremova,4,consent,F,Я согласен(-на).,1
1,1747772937314,20/05/2025 20:28,1747783737314,3,21/05/2025 02:28,226252,1,questionnaire-qxa3,,46352538,BLINDED,13467525,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5.1,393x852,393x649,,,0,Consent form Efremova,4,consent,F,Я согласен(-на).,1
1,1747811663747,21/05/2025 07:14,1747822463747,3,21/05/2025 13:14,226252,1,questionnaire-qxa3,,46360839,BLINDED,13469335,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.1,440x956,440x757,,,0,Consent form Efremova,4,consent,F,Я согласен(-на).,1
1,1747815400293,21/05/2025 08:16,1747826200293,3,21/05/2025 14:16,226252,1,questionnaire-qxa3,,46361481,BLINDED,13469529,,live,,,mobile,Apple iPhone,iOS 18.3.1,Mobile Safari 18.3,430x932,430x739,,,0,Consent form Efremova,4,consent,,Я согласен(-на).,1
1,1747838264230,21/05/2025 14:37,1747849064230,3,21/05/2025 20:37,226252,1,questionnaire-qxa3,,46373776,BLINDED,13472852,,live,,,mobile,Apple iPhone,iOS 18.4.1,Yandex 25.4.5.357.10,430x932,430x731,,,0,Consent form Efremova,4,consent,,Я согласен(-на).,1
1,1747838757801,21/05/2025 14:45,1747849557801,3,21/05/2025 20:45,226252,1,questionnaire-qxa3,,46374101,BLINDED,13472937,,live,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4.1,430x932,430x729,,,0,Consent form Efremova,4,consent,,Я согласен(-на).,1
1,1747841410352,21/05/2025 15:30,1747852210352,3,21/05/2025 21:30,226252,1,questionnaire-qxa3,,46375637,BLINDED,13473354,,live,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4.1,393x852,393x649,,,0,Consent form Efremova,4,consent,F,Я согласен(-на).,1
1,1747844152998,21/05/2025 16:15,1747854952998,3,21/05/2025 22:15,226252,1,questionnaire-qxa3,,46377076,BLINDED,13473757,,complete,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4.1,402x874,402x671,,,0,Consent form Efremova,4,consent,F,Я согласен(-на).,1
1,1747844935892,21/05/2025 16:28,1747855735892,3,21/05/2025 22:28,226252,1,questionnaire-qxa3,,46377362,BLINDED,13473856,,complete,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4.1,430x932,430x729,,,0,Consent form Efremova,4,consent,F,Я согласен(-на).,1
1,1747850688444,21/05/2025 18:04,1747861488444,3,22/05/2025 00:04,226252,1,questionnaire-qxa3,,46379150,BLINDED,13474358,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1470x956,1470x840,,,0,Consent form Efremova,4,consent,F,Я согласен(-на).,1
1,1747854267829,21/05/2025 19:04,1747865067829,3,22/05/2025 01:04,226252,1,questionnaire-qxa3,,46380056,BLINDED,13474635,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,390x844,390x648,,,0,Consent form Efremova,4,consent,F,Я согласен(-на).,1
1,1747854774238,21/05/2025 19:12,1747865574238,3,22/05/2025 01:12,226252,1,questionnaire-qxa3,,46380240,BLINDED,13474676,,live,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5.1,428x926,428x730,,,0,Consent form Efremova,4,consent,,Я согласен(-на).,1
1,1747854823145,21/05/2025 19:13,1747865623145,3,22/05/2025 01:13,226252,1,questionnaire-qxa3,,46380257,BLINDED,13474683,,complete,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4.1,428x926,428x730,,,0,Consent form Efremova,4,consent,F,Я согласен(-на).,1
1,1747855681488,21/05/2025 19:28,1747866481488,3,22/05/2025 01:28,226252,1,questionnaire-qxa3,,46380509,BLINDED,13474737,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5.1,428x926,428x730,,,0,Consent form Efremova,4,consent,M,Я согласен(-на).,1
1,1747856269211,21/05/2025 19:37,1747867069211,3,22/05/2025 01:37,226252,1,questionnaire-qxa3,,46380630,BLINDED,13474789,,complete,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4.1,390x844,390x648,,,0,Consent form Efremova,4,consent,M,Я согласен(-на).,1
1,1747856711263,21/05/2025 19:45,1747867511263,3,22/05/2025 01:45,226252,1,questionnaire-qxa3,,46380740,BLINDED,13474823,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.1,440x956,440x758,,,0,Consent form Efremova,4,consent,F,Я согласен(-на).,1
1,1747860791826,21/05/2025 20:53,1747871591826,3,22/05/2025 02:53,226252,1,questionnaire-qxa3,,46381862,BLINDED,13475118,,live,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4.1,428x926,428x730,,,0,Consent form Efremova,4,consent,,Я согласен(-на).,1
1,1747865640616,21/05/2025 22:14,1747876440616,3,22/05/2025 04:14,226252,1,questionnaire-qxa3,,46383259,BLINDED,13475377,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3.1,1470x956,1027x777,,,0,Consent form Efremova,4,consent,M,Я согласен(-на).,1
1,1747874250558,22/05/2025 00:37,1747885050558,3,22/05/2025 06:37,226252,1,questionnaire-qxa3,,46384270,BLINDED,13475661,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,430x932,430x739,,,0,Consent form Efremova,4,consent,M,Я согласен(-на).,1
1,1747886934352,22/05/2025 04:08,1747897734352,3,22/05/2025 10:08,226252,1,questionnaire-qxa3,,46385258,BLINDED,13475866,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.4.1,820x1180,820x1100,,,0,Consent form Efremova,4,consent,F,Я согласен(-на).,1
1,1747890861836,22/05/2025 05:14,1747901661836,3,22/05/2025 11:14,226252,1,questionnaire-qxa3,,46385623,BLINDED,13475941,,complete,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4.1,393x852,393x649,,,0,Consent form Efremova,4,consent,F,Я согласен(-на).,1
1,1747898637614,22/05/2025 07:23,1747909437614,3,22/05/2025 13:23,226252,1,questionnaire-qxa3,,46387089,BLINDED,13476294,,complete,,,mobile,Apple iPhone,iOS 17.6.1,Mobile Safari 17.6,390x844,390x664,,,0,Consent form Efremova,4,consent,M,Я согласен(-на).,1
1,1747900182389,22/05/2025 07:49,1747910982389,3,22/05/2025 13:49,226252,1,questionnaire-qxa3,,46387478,BLINDED,13476363,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 25.4.0.0,2560x1440,1278x943,,,0,Consent form Efremova,4,consent,M,Я согласен(-на).,1
1,1747902341549,22/05/2025 08:25,1747913141549,3,22/05/2025 14:25,226252,1,questionnaire-qxa3,,46388086,BLINDED,13476488,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.3,1470x956,1470x839,,,0,Consent form Efremova,4,consent,F,Я согласен(-на).,1
1,1747906784888,22/05/2025 09:39,1747917584888,3,22/05/2025 15:39,226252,1,questionnaire-qxa3,,46389743,BLINDED,13476867,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,2560x1440,2560x1271,,,0,Consent form Efremova,4,consent,,Я согласен(-на).,1
1,1747907433017,22/05/2025 09:50,1747918233017,3,22/05/2025 15:50,226252,1,questionnaire-qxa3,,46390176,BLINDED,13476934,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,2560x1440,2560x1271,,,0,Consent form Efremova,4,consent,,Я согласен(-на).,1
1,1747908153145,22/05/2025 10:02,1747918953145,3,22/05/2025 16:02,226252,1,questionnaire-qxa3,,46390584,BLINDED,13477036,,complete,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4.1,390x844,390x648,,,0,Consent form Efremova,4,consent,F,Я согласен(-на).,1
1,1747911301781,22/05/2025 10:55,1747922101781,3,22/05/2025 16:55,226252,1,questionnaire-qxa3,,46391835,BLINDED,13477327,,live,,,mobile,Apple iPhone,iOS 17.6.1,Mobile Safari 17.6.1,390x844,390x648,,,0,Consent form Efremova,4,consent,F,Я согласен(-на).,1
1,1747911309267,22/05/2025 10:55,1747922109267,3,22/05/2025 16:55,226252,1,questionnaire-qxa3,,46391840,BLINDED,13477329,,complete,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4.1,390x844,390x648,,,0,Consent form Efremova,4,consent,F,Я согласен(-на).,1
1,1747915902344,22/05/2025 12:11,1747926702344,3,22/05/2025 18:11,226252,1,questionnaire-qxa3,,46394044,BLINDED,13478631,,complete,,,tablet,undefined K,Android 14,Chrome 136.0.7103.60,1318x825,1317x696,,,0,Consent form Efremova,4,consent,M,Я согласен(-на).,1
1,1747916540877,22/05/2025 12:22,1747927340877,3,22/05/2025 18:22,226252,1,questionnaire-qxa3,,46394292,BLINDED,13478693,,live,,,computer,Desktop or Laptop,Windows 10,Yandex 25.4.0.0,1536x864,1536x748,,,0,Consent form Efremova,4,consent,,Я согласен(-на).,1
1,1747918962582,22/05/2025 13:02,1747929762582,3,22/05/2025 19:02,226252,1,questionnaire-qxa3,,46395126,BLINDED,13478931,,complete,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4,428x926,428x745,,,0,Consent form Efremova,4,consent,F,Я согласен(-на).,1
1,1747923366386,22/05/2025 14:16,1747930566386,2,22/05/2025 18:16,226252,1,questionnaire-qxa3,,46397159,BLINDED,13479551,,complete,,,mobile,Apple iPhone,iOS 18.4,Mobile Safari 18.4,393x852,393x649,,,0,Consent form Efremova,4,consent,F,Я согласен(-на).,1
1,1748002410180,23/05/2025 12:13,1748013210180,3,23/05/2025 18:13,226252,1,questionnaire-qxa3,,46426144,BLINDED,13487776,,live,,,mobile,Apple iPhone,iOS 17.6.1,Mobile Safari 17.6.1,430x932,430x729,,,0,Consent form Efremova,4,consent,,Я согласен(-на).,1
1,1748003125177,23/05/2025 12:25,1748013925177,3,23/05/2025 18:25,226252,1,questionnaire-qxa3,,46426613,BLINDED,13487845,,live,,,mobile,Apple iPhone,iOS 17.6.1,Mobile Safari 17.6.1,430x932,430x729,,,0,Consent form Efremova,4,consent,,Я согласен(-на).,1
1,1748253423809,26/05/2025 09:57,1748264223809,3,26/05/2025 15:57,226252,1,questionnaire-qxa3,,46504040,BLINDED,13503046,,complete,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4,430x932,430x739,,,0,Consent form Efremova,4,consent,M,Я согласен(-на).,1
1,1748325110335,27/05/2025 05:51,1748335910335,3,27/05/2025 11:51,226252,1,questionnaire-qxa3,,46532539,BLINDED,13509562,,complete,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4.1,430x932,430x729,,,0,Consent form Efremova,4,consent,M,Я согласен(-на).,1
1,1748325342715,27/05/2025 05:55,1748336142715,3,27/05/2025 11:55,226252,1,questionnaire-qxa3,,46532611,BLINDED,13509577,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 118.0.0.0,2138x1203,2094x1058,,,0,Consent form Efremova,4,consent,M,Я согласен(-на).,1
1,1748346938706,27/05/2025 11:55,1748357738706,3,27/05/2025 17:55,226252,1,questionnaire-qxa3,,46549642,BLINDED,13512555,,complete,,,mobile,Apple iPhone,iOS 16.6,Mobile Safari 16.6,414x896,414x699,,,0,Consent form Efremova,4,consent,M,Я согласен(-на).,1
1,1748351086072,27/05/2025 13:04,1748361886072,3,27/05/2025 19:04,226252,1,questionnaire-qxa3,,46552573,BLINDED,13513200,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 118.0.0.0,2138x1203,2094x1058,,,0,Consent form Efremova,4,consent,M,Я согласен(-на).,1
1,1748352572961,27/05/2025 13:29,1748363372961,3,27/05/2025 19:29,226252,1,questionnaire-qxa3,,46553809,BLINDED,13513562,,complete,,,mobile,Apple iPhone,iOS 16.0.2,Mobile Safari 16.0.2,428x926,428x730,,,0,Consent form Efremova,4,consent,F,Я согласен(-на).,1
1,1748363160162,27/05/2025 16:26,1748373960162,3,27/05/2025 22:26,226252,1,questionnaire-qxa3,,46563522,BLINDED,13515548,,complete,,,mobile,Apple iPhone,iOS 17.6.1,Mobile Safari 17.6,390x844,390x670,,,0,Consent form Efremova,4,consent,F,Я согласен(-на).,1
1,1748377846421,27/05/2025 20:30,1748388646421,3,28/05/2025 02:30,226252,1,questionnaire-qxa3,,46572861,BLINDED,13517149,,live,,,mobile,undefined K,Android 13,Chrome 136.0.7103.60,393x873,392x782,,,0,Consent form Efremova,4,consent,,Я согласен(-на).,1
1,1748406492896,28/05/2025 04:28,1748417292896,3,28/05/2025 10:28,226252,1,questionnaire-qxa3,,46578882,BLINDED,13518316,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 25.4.0.0,1536x864,1536x740,,,0,Consent form Efremova,4,consent,M,Я согласен(-на).,1
1,1748410279676,28/05/2025 05:31,1748421079676,3,28/05/2025 11:31,226252,1,questionnaire-qxa3,,46579913,BLINDED,13518522,,complete,,,mobile,undefined K,Android 10,Chrome 136.0.0.0,385x824,384x692,,,0,Consent form Efremova,4,consent,M,Я согласен(-на).,1
1,1748462240140,28/05/2025 19:57,1748473040140,3,29/05/2025 01:57,226252,1,questionnaire-qxa3,,46614966,BLINDED,13525559,,complete,,,mobile,Apple iPhone,iOS 18.5,Mobile Safari 18.5,430x932,430x739,,,0,Consent form Efremova,4,consent,M,Я согласен(-на).,1
1,1749669919390,11/06/2025 19:25,1749680719390,3,12/06/2025 01:25,226252,1,questionnaire-qxa3,,47103669,BLINDED,13628419,,live,,,mobile,Apple iPhone,iOS 18.5,Mobile Safari 18.5,393x852,393x649,,,0,Consent form Efremova,4,consent,,Я согласен(-на).,1
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
